id,genetic,length,mass,exercise,smoking,alcohol,sugar,lifespan
2038,80,190,94,1,21,2,3,59
2039,80,183,103,1,7,9,2,65
2040,80,175,86,3,0,7,4,85
2041,80,170,79,2,5,4,3,80
2042,80,174,70,2,22,7,2,69
2043,80,208,72,2,14,1,2,87
2044,80,193,64,0,1,8,2,77
2045,80,195,96,1,1,7,4,76
2046,80,190,74,1,12,6,1,78
2047,80,208,70,0,12,2,2,70
2048,80,175,79,1,11,8,1,74
2049,80,171,88,3,5,1,2,94
2050,80,175,94,2,2,7,2,84
2051,80,181,65,2,18,2,2,78
2052,80,172,70,3,12,6,3,83
2053,80,180,81,1,20,1,3,63
2054,80,165,93,1,5,2,3,70
2055,80,202,64,2,12,6,2,90
2056,80,189,64,1,10,9,2,72
2057,80,195,64,2,8,4,3,86
2058,80,193,76,0,3,0,3,74
2059,80,180,80,1,21,8,3,58
2060,80,154,86,1,19,8,1,55
2061,80,194,70,2,0,7,2,87
2062,80,198,64,1,17,7,3,68
2063,80,191,67,2,0,6,2,89
2064,80,170,61,2,20,9,2,72
2065,80,179,78,3,12,9,2,83
2066,80,178,85,1,1,9,3,69
2067,80,197,96,2,22,5,1,71
2068,80,193,75,3,13,3,3,91
2069,80,177,79,2,18,10,2,74
2070,80,185,65,3,9,7,3,88
2071,80,180,85,1,9,5,4,60
2072,80,191,67,1,9,9,3,66
2073,80,164,87,1,9,9,2,64
2074,80,201,85,3,11,8,2,90
2075,80,178,109,3,0,0,2,99
2076,80,177,73,2,6,6,4,78
2077,80,174,64,2,21,2,1,81
2078,80,186,66,1,2,8,2,77
2079,80,193,65,1,17,6,2,72
2080,80,202,86,1,5,5,3,75
2081,80,164,112,1,12,7,2,58
2082,80,175,88,1,13,9,3,59
2083,80,183,90,2,0,9,3,77
2084,80,187,87,1,9,5,2,68
2085,80,201,73,1,14,3,2,78
2086,80,163,95,0,3,1,2,65
2087,80,201,102,1,11,8,2,64
2088,80,201,81,2,15,8,3,73
2089,80,168,89,3,19,6,4,78
2090,80,175,91,1,21,2,2,58
2091,80,172,71,3,17,8,1,84
2092,80,196,80,2,0,7,3,83
2093,80,196,79,1,6,3,2,79
2094,80,176,66,2,0,8,3,85
2095,80,173,61,0,14,3,3,62
2096,80,178,64,1,16,5,2,75
2097,80,181,63,1,3,6,1,86
2098,80,189,103,3,11,5,2,93
2099,80,189,79,1,3,2,1,80
2100,80,208,70,1,21,4,2,65
2101,80,180,65,1,6,1,2,86
2102,80,205,62,3,4,8,2,105
2103,80,196,98,0,11,9,2,61
2104,80,180,70,1,7,1,3,76
2105,80,189,63,1,0,6,2,81
2106,80,190,72,1,0,8,3,75
2107,80,183,78,1,10,0,2,76
2108,80,189,76,1,0,5,3,72
2109,80,206,79,1,14,3,2,71
2110,80,174,68,2,15,8,3,77
2111,80,171,91,1,2,6,3,75
2112,80,199,85,3,2,5,3,92
2113,80,182,102,2,0,5,4,74
2114,80,176,71,2,9,5,1,86
2115,80,174,69,3,1,3,3,95
2116,80,167,67,4,6,3,2,105
2117,80,174,112,3,20,9,1,72
2118,80,180,68,2,18,9,3,69
2119,80,201,72,1,12,5,3,70
2120,80,179,64,2,1,1,2,101
2121,80,195,87,3,8,6,2,90
2122,80,186,64,2,13,4,2,87
2123,80,177,79,1,19,8,2,64
2124,80,181,79,1,21,9,3,54
2125,80,180,103,1,1,8,2,73
2126,80,202,76,1,17,6,2,69
2127,80,194,82,3,17,5,2,85
2128,80,171,79,1,18,6,2,68
2129,80,160,80,1,17,6,1,61
2130,80,155,76,0,18,2,2,56
2131,80,201,85,0,8,6,3,65
2132,80,187,96,1,20,8,2,60
2133,80,187,94,3,13,2,3,87
2134,80,197,64,1,17,7,3,71
2135,80,181,75,2,22,8,3,61
2136,80,182,89,3,8,7,2,86
2137,80,179,62,1,22,8,3,63
2138,80,178,67,4,19,6,1,94
2139,80,187,70,1,19,5,2,68
2140,80,190,74,2,11,6,4,78
2141,80,162,99,2,21,8,3,61
2142,80,184,63,0,16,3,1,68
2143,80,195,91,1,17,2,2,67
2144,80,187,84,1,17,9,1,68
2145,80,181,82,1,3,6,3,69
2146,80,199,84,2,18,8,4,69
2147,80,169,73,1,1,,4,70
2148,80,185,101,2,11,7,2,72
2149,80,182,99,1,22,3,4,57
2150,80,181,60,2,9,4,4,80
2151,80,195,101,1,0,4,2,78
2152,80,168,83,2,15,2,3,76
2153,80,177,68,1,8,9,3,68
2154,80,190,87,3,21,6,4,71
2155,80,203,74,2,16,9,2,72
2156,80,206,76,1,2,6,2,83
2157,80,178,86,3,19,3,3,80
2158,80,167,103,2,18,9,2,61
2159,80,202,99,1,7,3,2,74
2160,80,183,93,2,2,9,3,85
2161,80,196,74,3,9,7,3,87
2162,80,186,112,1,18,7,2,63
2163,80,163,85,2,6,5,2,85
2164,80,181,70,2,5,1,1,98
2165,80,165,69,3,16,5,2,83
2166,80,189,107,0,8,3,2,65
2167,80,176,69,2,10,7,1,82
2168,80,196,82,1,9,6,4,65
2169,80,175,79,2,22,7,1,75
2170,80,199,85,1,6,7,3,76
2171,80,178,68,2,4,6,3,82
2172,80,210,73,1,3,8,2,77
2173,80,194,92,3,21,7,2,80
2174,80,190,72,2,1,0,2,92
2175,80,191,87,3,6,3,4,86
2176,80,176,79,1,8,0,2,81
2177,80,167,81,2,5,3,2,86
2178,80,163,98,2,6,7,2,77
2179,80,179,81,1,8,9,2,67
2180,80,186,91,1,0,8,5,69
2181,80,185,82,3,9,5,1,91
2182,80,188,76,1,7,6,3,77
2183,80,195,71,3,0,7,1,99
2184,80,167,89,1,12,4,4,58
2185,80,194,65,1,1,8,3,80
2186,80,212,87,1,5,8,2,74
2187,80,203,79,2,14,6,2,76
2188,80,190,87,2,1,9,2,84
2189,80,193,85,2,16,9,3,72
2190,80,197,72,2,18,4,4,78
2191,80,177,67,3,1,8,3,97
2192,80,174,93,3,20,2,1,80
2193,80,164,84,3,1,8,1,99
2194,80,175,62,2,17,9,3,68
2195,80,180,72,1,11,10,2,65
2196,80,180,86,1,0,8,3,76
2197,80,176,88,2,3,9,2,86
2198,80,190,93,1,16,7,3,63
2199,80,173,76,1,0,6,2,77
2200,80,195,99,0,2,9,2,64
2201,80,173,105,2,9,2,1,86
2202,80,201,64,2,17,5,5,67
2203,80,180,68,1,22,3,2,69
2204,80,173,63,2,7,4,3,87
2205,80,202,65,1,5,4,1,87
2206,80,166,77,1,1,8,3,68
2207,80,190,64,3,0,8,3,93
2208,80,182,62,1,0,8,2,79
2209,80,200,87,0,17,9,2,57
2210,80,192,66,3,20,4,3,89
2211,80,186,65,2,19,9,1,72
2212,80,188,72,1,19,5,3,61
2213,80,174,86,3,5,5,3,87
2214,80,172,77,1,0,0,2,86
2215,80,210,78,3,7,6,3,92
2216,80,183,88,1,0,10,2,74
2217,80,188,81,1,11,7,4,68
2218,80,175,77,0,5,7,2,64
2219,80,178,95,1,4,9,1,73
2220,80,183,82,2,0,2,4,91
2221,80,169,75,1,14,6,1,73
2222,80,200,101,2,20,9,2,74
2223,80,164,91,1,17,4,2,62
2224,80,195,81,0,1,7,2,73
2225,80,161,64,3,0,6,2,95
2226,80,180,71,2,8,8,4,78
2227,80,169,72,1,18,6,3,66
2228,80,187,83,2,16,4,3,73
2229,80,195,71,3,17,5,1,95
2230,80,161,72,1,16,9,3,54
2231,80,205,68,1,11,4,2,76
2232,80,190,85,2,11,4,1,89
2233,80,173,99,1,20,8,2,59
2234,80,169,64,1,2,7,3,74
2235,80,184,72,1,13,4,2,76
2236,80,200,92,1,20,8,2,60
2237,80,208,85,1,14,9,2,68
2238,80,208,89,2,0,2,1,96
2239,80,180,95,3,0,5,2,100
2240,80,180,106,1,20,9,3,50
2241,80,200,96,2,2,7,3,81
2242,80,184,81,0,10,6,3,61
2243,80,175,67,3,10,6,1,92
2244,80,167,85,1,16,6,3,64
2245,80,184,74,3,0,2,3,97
2246,80,200,85,3,15,6,2,87
2247,80,204,73,2,19,1,3,81
2248,80,170,73,1,8,8,1,77
2249,80,202,83,2,20,9,2,70
2250,80,163,76,1,5,6,2,75
2251,80,199,78,2,0,9,2,84
2252,80,180,63,2,1,2,2,92
2253,80,184,85,2,14,5,3,73
2254,80,168,102,2,16,2,3,68
2255,80,170,93,1,0,9,2,75
2256,80,167,93,2,7,4,1,79
2257,80,179,79,1,16,6,1,67
2258,80,182,84,2,15,8,2,72
2259,80,181,75,1,9,9,2,71
2260,80,172,61,2,16,8,2,78
2261,80,179,67,1,0,6,2,82
2262,80,180,86,2,0,9,1,87
2263,80,206,87,0,18,7,3,56
2264,80,159,103,1,1,5,1,76
2265,80,186,65,0,13,5,3,64
2266,80,181,86,3,10,1,3,89
2267,80,182,78,2,4,9,2,83
2268,80,193,80,1,20,8,3,62
2269,80,188,82,1,18,3,3,65
2270,80,187,85,1,9,4,4,73
2271,80,173,74,1,17,9,2,60
2272,80,187,84,2,0,6,3,87
2273,80,204,74,1,11,4,2,74
2274,80,170,61,2,17,8,3,74
2275,80,197,76,3,11,9,2,90
2276,80,160,62,2,9,8,2,76
2277,80,182,61,3,11,3,4,91
2278,80,176,70,2,17,9,2,72
2279,80,191,90,1,2,0,2,82
2280,80,173,84,2,1,8,3,80
2281,80,184,76,1,1,6,2,78
2282,80,183,100,0,15,8,2,56
2283,80,169,76,1,21,6,3,59
2284,80,176,62,1,16,4,3,68
2285,80,163,78,2,20,2,3,68
2286,80,171,72,2,0,6,1,86
2287,80,173,109,1,0,6,3,69
2288,80,191,76,2,16,8,2,71
2289,80,180,75,0,6,9,3,59
2290,80,160,100,3,1,4,3,89
2291,80,176,84,2,4,10,4,69
2292,80,176,74,0,14,1,1,70
2293,80,183,73,1,2,2,3,84
2294,80,170,71,1,20,5,3,58
2295,80,200,67,1,10,10,2,71
2296,80,198,84,2,10,5,1,85
2297,80,171,82,1,21,5,1,69
2298,80,191,74,2,8,7,2,87
2299,80,184,98,1,15,3,2,66
2300,80,214,93,0,0,6,3,67
2301,80,193,96,1,8,6,3,72
2302,80,203,92,1,19,8,4,58
2303,80,179,86,2,13,4,1,79
2304,80,184,87,2,10,9,3,73
2305,80,178,66,4,19,6,2,90
2306,80,185,83,1,18,3,2,69
2307,80,177,71,2,7,8,4,73
2308,80,192,67,2,10,7,4,73
2309,80,169,96,1,20,3,2,64
2310,80,181,86,1,11,6,2,72
2311,80,205,68,2,0,2,1,105
2312,80,185,69,1,11,9,2,68
2313,80,175,60,0,11,0,3,68
2314,80,185,90,3,16,2,3,81
2315,80,171,110,1,0,5,2,71
2316,80,188,89,3,19,4,2,82
2317,80,185,80,3,2,7,2,95
2318,80,178,71,1,8,7,4,70
2319,80,178,64,1,16,9,3,56
2320,80,165,92,1,7,9,2,66
2321,80,195,65,3,13,9,2,89
2322,80,187,71,1,18,9,3,62
2323,80,163,94,2,6,3,4,72
2324,80,176,88,3,20,9,2,75
2325,80,183,82,1,12,8,3,67
2326,80,192,75,2,6,5,4,80
2327,80,184,64,1,12,6,2,73
2328,80,181,87,3,18,7,2,77
2329,80,178,104,2,6,9,1,81
2330,80,195,97,1,10,1,2,78
2331,80,189,95,2,16,7,2,79
2332,80,173,65,1,15,7,3,64
2333,80,183,86,3,15,5,3,85
2334,80,182,65,0,6,1,2,73
2335,80,180,65,2,0,7,3,87
2336,80,188,88,1,1,9,3,71
2337,80,192,76,2,1,5,1,92
2338,80,188,64,1,18,1,1,81
2339,80,171,98,2,17,9,1,67
2340,80,209,90,2,15,2,3,76
2341,80,184,87,1,16,2,2,72
2342,80,198,88,1,12,7,3,67
2343,80,196,70,1,0,8,2,84
2344,80,184,99,1,20,2,3,66
2345,80,197,96,2,21,1,3,78
2346,80,173,82,2,5,8,1,81
2347,80,170,62,1,1,5,2,86
2348,80,174,92,2,15,9,4,63
2349,80,161,92,1,9,8,3,65
2350,80,180,94,1,3,5,3,73
2351,80,168,77,2,20,9,2,72
2352,80,189,73,2,12,5,2,81
2353,80,192,62,1,3,8,2,82
2354,80,191,96,3,18,7,3,74
2355,80,170,72,3,9,5,2,88
2356,80,174,97,1,20,5,2,62
2357,80,187,77,1,15,9,3,64
2358,80,191,71,1,9,5,2,79
2359,80,176,64,2,22,6,1,73
2360,80,176,92,2,10,7,4,70
2361,80,185,89,1,11,8,2,68
2362,80,194,85,2,16,6,4,73
2363,80,189,76,1,1,4,3,80
2364,80,176,90,2,4,10,3,78
2365,80,184,75,2,10,10,1,79
2366,80,178,89,2,17,5,3,68
2367,80,184,66,1,5,3,3,80
2368,80,184,87,2,13,8,4,69
2369,80,190,67,1,11,6,1,71
2370,80,185,65,1,19,2,2,74
2371,80,182,86,2,14,7,3,73
2372,80,195,88,1,15,9,3,66
2373,80,184,68,1,19,6,4,62
2374,80,195,73,1,0,0,3,82
2375,80,207,97,2,2,9,2,87
2376,80,197,74,1,5,7,4,76
2377,80,185,86,3,14,5,2,87
2378,80,200,71,4,3,8,4,97
2379,80,173,86,3,18,8,1,80
2380,80,171,81,0,5,10,2,60
2381,80,187,75,3,6,1,4,93
2382,80,204,99,2,6,6,2,87
2383,80,190,75,1,16,0,1,71
2384,80,186,66,2,15,5,3,79
2385,80,187,107,2,4,10,5,70
2386,80,181,87,2,13,9,3,75
2387,80,186,62,2,0,4,2,96
2388,80,200,83,2,1,8,1,92
2389,80,194,82,2,13,7,4,74
2390,80,188,81,1,9,8,2,71
2391,80,173,76,2,8,3,4,77
2392,80,175,88,2,11,5,3,76
2393,80,166,70,3,5,0,3,95
2394,80,179,99,1,17,6,1,69
2395,80,178,86,3,11,3,3,91
2396,80,203,64,2,1,3,1,100
2397,80,176,81,1,12,6,2,67
2398,80,196,91,1,2,3,2,85
2399,80,174,63,2,6,7,2,88
2400,80,208,77,3,21,6,2,82
2401,80,168,102,1,4,9,2,69
2402,80,182,66,2,0,1,2,95
2403,80,179,82,1,12,5,3,63
2404,80,171,69,3,3,2,3,96
2405,80,181,86,2,9,9,1,76
2406,80,196,73,1,0,9,1,81
2407,80,198,65,3,8,6,2,91
2408,80,184,87,2,20,9,2,72
2409,80,172,76,1,0,5,2,77
2410,80,178,71,2,11,6,1,83
2411,80,171,80,2,13,7,4,65
2412,80,199,62,2,1,1,3,93
2413,80,194,97,1,0,6,3,73
2414,80,193,80,1,15,2,1,78
2415,80,179,82,1,5,6,3,75
2416,80,170,68,1,3,6,3,77
2417,80,161,101,2,3,3,3,75
2418,80,179,66,2,5,4,2,86
2419,80,181,71,1,8,0,3,77
2420,80,168,107,3,17,10,4,69
2421,80,184,87,3,0,2,2,99
2422,80,191,81,1,0,1,2,85
2423,80,189,70,1,20,7,1,65
2424,80,191,95,3,10,8,1,91
2425,80,177,77,3,9,1,2,91
2426,80,189,95,1,17,7,1,63
2427,80,184,70,2,13,8,3,71
2428,80,192,88,1,8,1,3,79
2429,80,185,83,2,10,6,1,82
2430,80,182,82,3,1,8,1,94
2431,80,174,68,1,9,8,1,73
2432,80,189,60,2,2,8,2,92
2433,80,179,92,2,12,9,1,81
2434,80,172,88,1,20,6,3,57
2435,80,195,88,2,17,3,2,75
2436,80,198,80,1,1,8,3,74
2437,80,187,71,1,7,4,2,81
2438,80,175,81,1,4,8,3,70
2439,80,196,97,2,11,9,2,74
2440,80,155,80,1,20,7,1,60
2441,80,171,93,2,0,8,2,81
2442,80,184,90,2,13,8,2,74
2443,80,177,95,2,11,6,3,73
2444,80,165,63,0,13,6,2,63
2445,80,189,71,2,17,8,2,76
2446,80,182,88,1,1,9,2,71
2447,80,174,80,2,17,1,3,76
2448,80,169,81,0,20,5,2,53
2449,80,164,89,2,0,8,3,79
2450,80,179,89,2,2,3,3,81
2451,80,180,80,1,0,4,3,75
2452,80,169,90,2,11,6,4,66
2453,80,178,74,2,9,6,3,75
2454,80,178,84,1,19,2,3,64
2455,80,166,68,1,20,9,4,58
2456,80,189,64,1,22,6,4,59
2457,80,193,79,3,19,3,1,92
2458,80,169,86,2,11,9,4,70
2459,80,184,110,2,4,5,1,84
2460,80,183,84,1,0,2,3,78
2461,80,173,73,1,0,7,2,74
2462,80,187,95,1,12,9,3,65
2463,80,181,68,2,13,0,3,83
2464,80,173,108,2,2,4,3,75
2465,80,169,78,2,15,4,3,77
2466,80,172,93,3,3,2,2,100
2467,80,175,68,3,4,9,3,90
2468,80,183,69,1,0,5,3,75
2469,80,164,75,3,0,8,2,92
2470,80,204,81,2,12,5,4,78
2471,80,193,65,1,21,0,2,67
2472,80,177,80,1,2,5,1,82
2473,80,190,70,3,3,6,2,96
2474,80,165,83,1,2,9,2,75
2475,80,193,97,1,2,9,2,71
2476,80,180,87,1,6,1,3,75
2477,80,183,106,1,6,6,3,67
2478,80,187,86,2,0,6,3,80
2479,80,184,102,2,19,10,2,72
2480,80,172,78,3,8,7,3,85
2481,80,195,87,2,20,7,4,70
2482,80,178,87,1,4,4,2,81
2483,80,160,74,1,0,6,1,79
2484,80,199,79,2,22,7,2,79
2485,80,165,63,1,21,6,1,68
2486,80,173,67,2,14,6,4,69
2487,80,169,111,1,19,9,3,48
2488,80,209,107,2,11,8,3,71
2489,80,194,103,2,2,7,3,76
2490,80,174,82,0,8,6,1,67
2491,80,184,76,3,11,7,2,87
2492,80,191,70,1,16,7,1,72
2493,80,179,72,1,12,9,3,67
2494,80,174,64,2,0,7,2,89
2495,80,173,71,1,17,1,3,70
2496,80,179,85,3,14,6,1,87
2497,80,179,66,2,21,5,2,73
2498,80,201,93,2,0,5,2,93
2499,80,189,91,1,10,9,2,65
2500,80,186,62,1,20,7,3,64
2501,80,186,93,2,18,8,2,74
2502,80,203,80,3,19,5,3,84
2503,80,174,79,3,7,7,3,85
2504,80,179,71,1,18,9,4,54
2505,80,192,78,1,12,7,3,71
2506,80,175,74,3,15,0,3,84
2507,80,177,91,2,8,1,2,89
2508,80,204,73,1,13,8,2,73
2509,80,187,62,2,13,8,2,79
2510,80,200,62,2,10,9,2,76
2511,80,164,72,2,16,4,3,71
2512,80,208,101,2,5,9,4,76
2513,80,195,85,3,8,8,4,80
2514,80,187,92,1,19,5,2,68
2515,80,177,72,4,7,1,4,98
2516,80,162,90,2,11,9,2,74
2517,80,173,63,2,21,3,3,77
2518,80,199,62,0,18,4,4,59
2519,80,194,96,1,4,1,2,79
2520,80,181,89,2,,9,2,79
2521,80,171,102,1,11,10,1,66
2522,80,170,63,2,5,4,3,83
2523,80,175,63,2,0,8,2,87
2524,80,204,86,3,9,7,1,92
2525,80,202,80,1,20,7,2,67
2526,80,205,82,1,4,7,3,74
2527,80,181,87,2,9,4,2,83
2528,80,172,71,1,16,1,3,69
2529,80,176,63,2,0,3,1,91
2530,80,197,63,0,21,6,2,60
2531,80,166,74,0,6,8,2,63
2532,80,191,86,3,4,9,5,83
2533,80,169,78,2,2,6,4,77
2534,80,189,103,1,12,5,2,70
2535,80,174,65,1,21,4,2,65
2536,80,198,64,2,19,8,3,78
2537,80,195,65,2,16,8,2,84
2538,79,198,65,1,15,9,2,67
2539,79,197,98,3,9,1,2,93
2540,79,181,92,0,14,8,2,57
2541,79,182,84,1,8,3,2,70
2542,79,187,83,1,10,8,3,68
2543,79,176,72,2,15,5,3,68
2544,79,207,77,3,9,7,3,87
2545,79,175,80,2,0,9,3,77
2546,79,203,65,2,3,8,2,85
2547,79,191,82,2,1,7,3,82
2548,79,198,73,0,3,0,4,70
2549,79,186,87,1,5,6,4,68
2550,79,192,86,1,21,3,2,65
2551,79,176,63,2,4,8,5,81
2552,79,163,72,1,8,7,1,65
2553,79,182,72,2,11,1,2,87
2554,79,209,77,2,4,8,3,81
2555,79,199,76,1,9,2,3,74
2556,79,191,85,2,5,5,2,83
2557,79,,75,2,0,6,3,82
2558,79,179,94,2,21,6,3,70
2559,79,173,64,0,16,8,3,53
2560,79,189,108,1,11,6,2,67
2561,79,165,102,1,6,8,2,66
2562,79,177,97,3,17,4,3,75
2563,79,185,95,2,5,9,1,84
2564,79,169,78,2,8,8,1,85
2565,79,179,90,2,3,2,3,84
2566,79,166,77,3,4,8,3,87
2567,79,191,73,3,4,2,4,93
2568,79,192,88,2,18,5,1,75
2569,79,191,62,0,19,7,3,54
2570,79,196,96,3,15,5,1,88
2571,79,181,94,2,21,8,4,62
2572,79,184,67,3,21,7,1,84
2573,79,192,85,2,4,8,3,81
2574,79,192,71,1,4,6,3,76
2575,79,169,68,1,10,7,3,65
2576,79,207,80,2,9,4,1,87
2577,79,204,61,1,13,6,4,65
2578,79,193,105,2,5,2,2,84
2579,79,174,65,1,2,9,1,82
2580,79,170,87,1,14,9,4,58
2581,79,166,75,1,21,9,3,54
2582,79,177,63,2,11,7,2,80
2583,79,182,67,3,13,8,2,84
2584,79,159,77,2,18,8,1,71
2585,79,193,82,0,6,4,2,69
2586,79,186,73,2,4,9,4,79
2587,79,199,78,1,3,5,3,78
2588,79,170,76,3,1,6,3,95
2589,79,165,71,1,13,4,2,68
2590,79,177,82,1,1,3,3,78
2591,79,191,67,0,17,8,2,58
2592,79,176,84,1,10,4,1,74
2593,79,195,71,2,1,7,4,82
2594,79,198,72,1,16,8,3,69
2595,79,205,77,1,11,10,5,56
2596,79,186,75,1,13,1,2,73
2597,79,199,75,3,8,1,3,96
2598,79,169,90,3,1,7,2,95
2599,79,181,69,2,20,4,2,75
2600,79,198,62,1,20,5,3,67
2601,79,165,86,1,14,7,1,67
2602,79,179,93,3,0,4,3,91
2603,79,162,112,1,20,7,2,51
2604,79,197,89,1,13,9,2,64
2605,79,180,82,2,21,8,2,67
2606,79,210,62,3,0,7,1,103
2607,79,181,81,1,0,5,1,82
2608,79,171,71,1,18,9,1,65
2609,79,189,78,0,4,10,3,64
2610,79,168,85,2,0,3,1,86
2611,79,186,67,1,9,6,2,76
2612,79,196,96,1,16,3,2,71
2613,79,194,109,2,16,9,4,60
2614,79,185,85,1,3,8,4,65
2615,79,172,73,1,1,6,3,76
2616,79,200,89,1,9,9,4,67
2617,79,202,78,2,9,4,1,85
2618,79,182,79,0,7,3,3,68
2619,79,208,67,2,21,8,4,65
2620,79,185,74,1,16,7,3,67
2621,79,199,71,1,16,8,3,65
2622,79,172,68,2,19,5,1,75
2623,79,172,80,2,3,1,3,85
2624,79,199,65,1,3,5,3,77
2625,79,183,99,1,22,9,2,52
2626,79,207,83,2,13,5,2,79
2627,79,163,77,2,0,7,2,86
2628,79,190,63,1,3,9,4,74
2629,79,184,90,3,11,9,2,80
2630,79,173,66,1,0,2,2,81
2631,79,201,88,1,14,5,5,62
2632,79,165,74,1,4,7,1,77
2633,79,163,87,2,16,3,2,75
2634,79,201,76,2,3,2,4,88
2635,79,197,65,1,19,8,2,69
2636,79,176,70,2,1,2,2,89
2637,79,204,73,2,21,9,3,70
2638,79,154,61,3,14,5,2,90
2639,79,184,92,2,11,9,2,71
2640,79,174,83,1,14,10,3,55
2641,79,158,78,2,15,8,4,58
2642,79,169,83,1,1,7,3,69
2643,79,186,75,2,22,1,1,77
2644,79,179,81,2,18,3,4,69
2645,79,206,85,2,3,8,1,88
2646,79,174,75,3,14,9,4,76
2647,79,184,74,2,6,7,3,81
2648,79,194,86,1,19,7,1,67
2649,79,172,67,0,7,2,1,73
2650,79,174,88,3,2,8,2,92
2651,79,177,109,2,4,1,3,85
2652,79,201,76,1,1,8,3,76
2653,79,205,70,1,10,3,3,77
2654,79,183,69,1,12,0,2,76
2655,79,182,88,2,0,5,3,83
2656,79,185,67,2,11,5,1,89
2657,79,159,78,3,0,2,2,98
2658,79,171,68,1,1,10,2,72
2659,79,197,96,2,8,10,3,72
2660,79,164,92,1,6,3,3,67
2661,79,199,76,1,13,7,3,71
2662,79,170,75,2,11,10,1,79
2663,79,184,89,1,18,8,1,65
2664,79,193,62,2,3,0,2,98
2665,79,188,71,1,16,9,3,60
2666,79,177,66,3,1,6,3,100
2667,79,157,102,2,5,8,1,74
2668,79,192,85,1,17,8,1,63
2669,79,172,89,1,21,7,5,47
2670,79,209,75,1,14,9,2,73
2671,79,179,71,3,19,10,3,74
2672,79,173,68,1,12,6,2,74
2673,79,198,101,2,16,7,1,78
2674,79,158,89,1,22,9,3,46
2675,79,194,66,0,8,8,2,68
2676,79,163,78,2,22,6,2,66
2677,79,183,81,1,16,9,2,65
2678,79,171,98,2,18,5,4,60
2679,79,183,64,1,5,4,2,82
2680,79,180,88,3,1,2,2,98
2681,79,176,112,0,0,2,2,69
2682,79,184,93,1,3,5,2,71
2683,79,198,71,1,0,7,3,79
2684,79,165,82,3,17,9,1,76
2685,79,177,64,3,2,8,2,97
2686,79,171,93,1,6,2,2,75
2687,79,182,107,0,18,8,3,47
2688,79,183,84,2,21,4,1,77
2689,79,179,64,2,5,3,2,89
2690,79,185,111,2,10,1,2,80
2691,79,191,62,2,5,2,1,92
2692,79,176,90,1,6,10,3,62
2693,79,173,65,2,15,8,2,73
2694,79,180,77,3,20,3,1,89
2695,79,180,79,1,19,7,3,57
2696,79,170,64,1,7,5,2,71
2697,79,177,94,1,0,4,3,69
2698,79,191,64,3,10,5,3,93
2699,79,173,83,1,12,7,2,65
2700,79,200,99,1,16,5,3,66
2701,79,170,100,1,8,8,2,63
2702,79,188,71,2,10,9,2,76
2703,79,169,79,2,17,5,2,76
2704,79,169,73,1,10,6,3,68
2705,79,167,81,4,0,9,4,92
2706,79,189,63,1,22,0,3,71
2707,79,188,85,1,14,2,1,76
2708,79,201,78,1,21,6,3,61
2709,79,203,73,3,11,8,2,89
2710,79,189,85,2,21,10,1,70
2711,79,182,65,1,18,6,2,66
2712,79,202,96,1,6,2,2,74
2713,79,177,68,3,9,9,4,88
2714,79,186,92,3,22,6,3,79
2715,79,192,86,0,0,4,2,75
2716,79,162,82,1,12,4,2,65
2717,79,190,82,3,0,9,2,91
2718,79,194,85,3,17,1,3,83
2719,79,171,80,1,6,6,3,66
2720,79,169,74,3,4,4,3,94
2721,79,182,64,1,17,4,2,70
2722,79,193,69,1,16,6,2,66
2723,79,190,80,2,21,2,3,74
2724,79,178,94,0,0,9,1,66
2725,79,160,62,1,9,1,2,73
2726,79,183,62,3,15,5,2,88
2727,79,193,73,3,0,8,3,95
2728,79,198,87,2,3,4,3,87
2729,79,191,75,3,17,4,2,86
2730,79,183,68,3,12,9,2,90
2731,79,172,79,3,0,7,4,86
2732,79,166,97,1,18,7,2,58
2733,79,181,71,3,10,8,3,84
2734,79,155,64,0,11,7,2,60
2735,79,178,83,1,8,7,3,69
2736,79,179,96,2,11,6,2,74
2737,79,199,106,1,17,1,2,65
2738,79,201,68,0,0,7,3,71
2739,79,204,86,1,10,9,3,68
2740,79,188,89,2,13,8,1,76
2741,79,184,63,2,20,8,3,70
2742,79,211,61,1,11,8,2,73
2743,79,194,104,3,1,2,1,97
2744,79,196,87,1,5,6,2,74
2745,79,186,87,3,5,8,1,92
2746,79,189,94,3,19,8,4,68
2747,79,167,70,1,10,2,3,72
2748,79,203,77,1,14,9,5,61
2749,79,188,64,1,4,8,1,81
2750,79,194,72,1,1,6,2,83
2751,79,176,69,2,3,8,1,84
2752,79,198,70,1,0,6,3,74
2753,79,173,78,2,9,6,2,75
2754,79,189,94,1,19,8,1,68
2755,79,191,76,2,20,5,1,74
2756,79,177,86,3,5,9,1,90
2757,79,183,69,2,2,10,3,83
2758,79,196,92,2,10,4,3,81
2759,79,181,84,1,13,7,3,59
2760,79,192,83,1,3,9,4,65
2761,79,179,109,1,19,6,2,59
2762,79,166,100,1,9,2,3,67
2763,79,213,92,1,1,7,2,77
2764,79,185,82,0,14,9,2,54
2765,79,187,65,2,17,2,1,86
2766,79,185,95,0,1,3,3,70
2767,79,177,84,1,15,6,3,65
2768,79,194,74,2,6,6,2,79
2769,79,180,61,3,12,7,5,83
2770,79,186,79,2,3,5,3,81
2771,79,186,67,2,0,8,1,87
2772,79,193,100,2,5,9,3,72
